district,census_variable,value,rank
Eltham,Num_MVs_NS_n,122.0,1.0
Evelyn,Num_MVs_NS_n,135.0,2.0
Rowville,Num_MVs_NS_n,151.0,3.0
Warrandyte,Num_MVs_NS_n,161.0,4.0
Monbulk,Num_MVs_NS_n,162.0,5.0
Sandringham,Num_MVs_NS_n,166.0,6.0
Mordialloc,Num_MVs_NS_n,167.0,7.0
Northcote,Num_MVs_NS_n,172.0,8.0
Kew,Num_MVs_NS_n,174.0,9.0
South Barwon,Num_MVs_NS_n,198.0,10.0
Brighton,Num_MVs_NS_n,199.0,11.0
Mornington,Num_MVs_NS_n,205.0,12.0
Bentleigh,Num_MVs_NS_n,206.0,13.0
Berwick,Num_MVs_NS_n,206.0,14.0
Hawthorn,Num_MVs_NS_n,211.0,15.0
Sunbury,Num_MVs_NS_n,212.0,16.0
Bulleen,Num_MVs_NS_n,220.0,17.0
Yan Yean,Num_MVs_NS_n,223.0,18.0
Bendigo East,Num_MVs_NS_n,226.0,19.0
Glen Waverley,Num_MVs_NS_n,229.0,20.0
Ivanhoe,Num_MVs_NS_n,230.0,21.0
Hastings,Num_MVs_NS_n,236.0,22.0
Mill Park,Num_MVs_NS_n,239.0,23.0
Croydon,Num_MVs_NS_n,240.0,24.0
Sydenham,Num_MVs_NS_n,240.0,25.0
Bayswater,Num_MVs_NS_n,241.0,26.0
Ashwood,Num_MVs_NS_n,245.0,27.0
Malvern,Num_MVs_NS_n,257.0,28.0
Williamstown,Num_MVs_NS_n,257.0,29.0
Macedon,Num_MVs_NS_n,261.0,30.0
Niddrie,Num_MVs_NS_n,261.0,31.0
Pascoe Vale,Num_MVs_NS_n,269.0,32.0
Bellarine,Num_MVs_NS_n,274.0,33.0
Bundoora,Num_MVs_NS_n,276.0,34.0
Brunswick,Num_MVs_NS_n,278.0,35.0
Narre Warren South,Num_MVs_NS_n,283.0,36.0
Narracan,Num_MVs_NS_n,289.0,37.0
Narre Warren North,Num_MVs_NS_n,289.0,38.0
Caulfield,Num_MVs_NS_n,296.0,39.0
Pakenham,Num_MVs_NS_n,299.0,40.0
Carrum,Num_MVs_NS_n,305.0,41.0
Point Cook,Num_MVs_NS_n,308.0,42.0
Eureka,Num_MVs_NS_n,315.0,43.0
Cranbourne,Num_MVs_NS_n,316.0,44.0
Geelong,Num_MVs_NS_n,319.0,45.0
Eildon,Num_MVs_NS_n,320.0,46.0
Box Hill,Num_MVs_NS_n,331.0,47.0
Thomastown,Num_MVs_NS_n,331.0,48.0
Greenvale,Num_MVs_NS_n,332.0,49.0
Clarinda,Num_MVs_NS_n,337.0,50.0
Bendigo West,Num_MVs_NS_n,342.0,51.0
Bass,Num_MVs_NS_n,345.0,52.0
Kororoit,Num_MVs_NS_n,350.0,53.0
Essendon,Num_MVs_NS_n,351.0,54.0
Footscray,Num_MVs_NS_n,352.0,55.0
Werribee,Num_MVs_NS_n,359.0,56.0
Ringwood,Num_MVs_NS_n,364.0,57.0
Richmond,Num_MVs_NS_n,373.0,58.0
Oakleigh,Num_MVs_NS_n,374.0,59.0
Wendouree,Num_MVs_NS_n,379.0,60.0
Nepean,Num_MVs_NS_n,386.0,61.0
Mulgrave,Num_MVs_NS_n,391.0,62.0
Polwarth,Num_MVs_NS_n,392.0,63.0
Lara,Num_MVs_NS_n,396.0,64.0
South-West Coast,Num_MVs_NS_n,396.0,65.0
Tarneit,Num_MVs_NS_n,407.0,66.0
Kalkallo,Num_MVs_NS_n,410.0,67.0
Frankston,Num_MVs_NS_n,415.0,68.0
Albert Park,Num_MVs_NS_n,428.0,69.0
Gippsland South,Num_MVs_NS_n,431.0,70.0
Prahran,Num_MVs_NS_n,452.0,71.0
Ripon,Num_MVs_NS_n,452.0,72.0
Melton,Num_MVs_NS_n,461.0,73.0
Lowan,Num_MVs_NS_n,475.0,74.0
St Albans,Num_MVs_NS_n,486.0,75.0
Gippsland East,Num_MVs_NS_n,492.0,76.0
Broadmeadows,Num_MVs_NS_n,493.0,77.0
Morwell,Num_MVs_NS_n,496.0,78.0
Preston,Num_MVs_NS_n,498.0,79.0
Murray Plains,Num_MVs_NS_n,523.0,80.0
Benambra,Num_MVs_NS_n,527.0,81.0
Euroa,Num_MVs_NS_n,561.0,82.0
Ovens Valley,Num_MVs_NS_n,572.0,83.0
Shepparton,Num_MVs_NS_n,576.0,84.0
Mildura,Num_MVs_NS_n,591.0,85.0
Dandenong,Num_MVs_NS_n,596.0,86.0
Laverton,Num_MVs_NS_n,624.0,87.0
Melbourne,Num_MVs_NS_n,882.0,88.0
Eltham,Num_MVs_NS_pc,0.0053,1.0
Evelyn,Num_MVs_NS_pc,0.0056,2.0
Northcote,Num_MVs_NS_pc,0.0062,3.0
Rowville,Num_MVs_NS_pc,0.0062,4.0
Mordialloc,Num_MVs_NS_pc,0.0064,5.0
Warrandyte,Num_MVs_NS_pc,0.0064,6.0
Kew,Num_MVs_NS_pc,0.0066,7.0
Sandringham,Num_MVs_NS_pc,0.0067,8.0
Monbulk,Num_MVs_NS_pc,0.007,9.0
Bentleigh,Num_MVs_NS_pc,0.0073,10.0
Hawthorn,Num_MVs_NS_pc,0.0075,11.0
Brighton,Num_MVs_NS_pc,0.0076,12.0
South Barwon,Num_MVs_NS_pc,0.0076,13.0
Bulleen,Num_MVs_NS_pc,0.008,14.0
Berwick,Num_MVs_NS_pc,0.0081,15.0
Glen Waverley,Num_MVs_NS_pc,0.0081,16.0
Bendigo East,Num_MVs_NS_pc,0.0084,17.0
Ashwood,Num_MVs_NS_pc,0.0085,18.0
Croydon,Num_MVs_NS_pc,0.0085,19.0
Mornington,Num_MVs_NS_pc,0.0085,20.0
Bayswater,Num_MVs_NS_pc,0.0088,21.0
Ivanhoe,Num_MVs_NS_pc,0.0091,22.0
Sunbury,Num_MVs_NS_pc,0.0091,23.0
Brunswick,Num_MVs_NS_pc,0.0092,24.0
Yan Yean,Num_MVs_NS_pc,0.0096,25.0
Hastings,Num_MVs_NS_pc,0.0097,26.0
Malvern,Num_MVs_NS_pc,0.0098,27.0
Pascoe Vale,Num_MVs_NS_pc,0.01,28.0
Sydenham,Num_MVs_NS_pc,0.01,29.0
Caulfield,Num_MVs_NS_pc,0.0101,30.0
Bellarine,Num_MVs_NS_pc,0.0102,31.0
Niddrie,Num_MVs_NS_pc,0.0102,32.0
Williamstown,Num_MVs_NS_pc,0.0102,33.0
Box Hill,Num_MVs_NS_pc,0.0103,34.0
Point Cook,Num_MVs_NS_pc,0.0103,35.0
Mill Park,Num_MVs_NS_pc,0.0105,36.0
Bundoora,Num_MVs_NS_pc,0.0108,37.0
Narre Warren South,Num_MVs_NS_pc,0.0108,38.0
Oakleigh,Num_MVs_NS_pc,0.0109,39.0
Geelong,Num_MVs_NS_pc,0.011,40.0
Carrum,Num_MVs_NS_pc,0.0111,41.0
Macedon,Num_MVs_NS_pc,0.0112,42.0
Narre Warren North,Num_MVs_NS_pc,0.0113,43.0
Eureka,Num_MVs_NS_pc,0.0114,44.0
Cranbourne,Num_MVs_NS_pc,0.0116,45.0
Narracan,Num_MVs_NS_pc,0.0116,46.0
Pakenham,Num_MVs_NS_pc,0.0116,47.0
Richmond,Num_MVs_NS_pc,0.012,48.0
Ringwood,Num_MVs_NS_pc,0.012,49.0
Albert Park,Num_MVs_NS_pc,0.0121,50.0
Footscray,Num_MVs_NS_pc,0.0121,51.0
Prahran,Num_MVs_NS_pc,0.0121,52.0
Essendon,Num_MVs_NS_pc,0.0123,53.0
Werribee,Num_MVs_NS_pc,0.0127,54.0
Thomastown,Num_MVs_NS_pc,0.0128,55.0
Eildon,Num_MVs_NS_pc,0.0131,56.0
Clarinda,Num_MVs_NS_pc,0.0133,57.0
Bendigo West,Num_MVs_NS_pc,0.0134,58.0
Kororoit,Num_MVs_NS_pc,0.0136,59.0
Wendouree,Num_MVs_NS_pc,0.0137,60.0
Bass,Num_MVs_NS_pc,0.0138,61.0
South-West Coast,Num_MVs_NS_pc,0.0145,62.0
Tarneit,Num_MVs_NS_pc,0.0145,63.0
Kalkallo,Num_MVs_NS_pc,0.0146,64.0
Mulgrave,Num_MVs_NS_pc,0.0147,65.0
Polwarth,Num_MVs_NS_pc,0.0149,66.0
Greenvale,Num_MVs_NS_pc,0.015,67.0
Lara,Num_MVs_NS_pc,0.0151,68.0
Frankston,Num_MVs_NS_pc,0.0153,69.0
Nepean,Num_MVs_NS_pc,0.0154,70.0
Melbourne,Num_MVs_NS_pc,0.0161,71.0
Gippsland South,Num_MVs_NS_pc,0.0169,72.0
Lowan,Num_MVs_NS_pc,0.017,73.0
Preston,Num_MVs_NS_pc,0.017,74.0
Ripon,Num_MVs_NS_pc,0.017,75.0
Melton,Num_MVs_NS_pc,0.0173,76.0
Morwell,Num_MVs_NS_pc,0.0174,77.0
Broadmeadows,Num_MVs_NS_pc,0.0181,78.0
Gippsland East,Num_MVs_NS_pc,0.0193,79.0
Dandenong,Num_MVs_NS_pc,0.02,80.0
St Albans,Num_MVs_NS_pc,0.0203,81.0
Benambra,Num_MVs_NS_pc,0.0207,82.0
Murray Plains,Num_MVs_NS_pc,0.0208,83.0
Laverton,Num_MVs_NS_pc,0.021,84.0
Shepparton,Num_MVs_NS_pc,0.0211,85.0
Euroa,Num_MVs_NS_pc,0.0215,86.0
Mildura,Num_MVs_NS_pc,0.0228,87.0
Ovens Valley,Num_MVs_NS_pc,0.023,88.0
Yan Yean,Num_MVs_per_dweling_0_MVs_n,352.0,1.0
Berwick,Num_MVs_per_dweling_0_MVs_n,464.0,2.0
Macedon,Num_MVs_per_dweling_0_MVs_n,482.0,3.0
Eltham,Num_MVs_per_dweling_0_MVs_n,493.0,4.0
Monbulk,Num_MVs_per_dweling_0_MVs_n,533.0,5.0
Eildon,Num_MVs_per_dweling_0_MVs_n,604.0,6.0
Evelyn,Num_MVs_per_dweling_0_MVs_n,612.0,7.0
Sydenham,Num_MVs_per_dweling_0_MVs_n,623.0,8.0
Bellarine,Num_MVs_per_dweling_0_MVs_n,630.0,9.0
Narre Warren South,Num_MVs_per_dweling_0_MVs_n,661.0,10.0
Mill Park,Num_MVs_per_dweling_0_MVs_n,662.0,11.0
Rowville,Num_MVs_per_dweling_0_MVs_n,663.0,12.0
Warrandyte,Num_MVs_per_dweling_0_MVs_n,675.0,13.0
Kalkallo,Num_MVs_per_dweling_0_MVs_n,689.0,14.0
Pakenham,Num_MVs_per_dweling_0_MVs_n,715.0,15.0
Narracan,Num_MVs_per_dweling_0_MVs_n,749.0,16.0
Hastings,Num_MVs_per_dweling_0_MVs_n,769.0,17.0
Greenvale,Num_MVs_per_dweling_0_MVs_n,785.0,18.0
Mornington,Num_MVs_per_dweling_0_MVs_n,794.0,19.0
Cranbourne,Num_MVs_per_dweling_0_MVs_n,796.0,20.0
Bass,Num_MVs_per_dweling_0_MVs_n,799.0,21.0
Polwarth,Num_MVs_per_dweling_0_MVs_n,833.0,22.0
South Barwon,Num_MVs_per_dweling_0_MVs_n,833.0,23.0
Narre Warren North,Num_MVs_per_dweling_0_MVs_n,867.0,24.0
Nepean,Num_MVs_per_dweling_0_MVs_n,907.0,25.0
Point Cook,Num_MVs_per_dweling_0_MVs_n,922.0,26.0
Sunbury,Num_MVs_per_dweling_0_MVs_n,944.0,27.0
Gippsland East,Num_MVs_per_dweling_0_MVs_n,971.0,28.0
Tarneit,Num_MVs_per_dweling_0_MVs_n,971.0,29.0
Gippsland South,Num_MVs_per_dweling_0_MVs_n,991.0,30.0
Kororoit,Num_MVs_per_dweling_0_MVs_n,992.0,31.0
Benambra,Num_MVs_per_dweling_0_MVs_n,1003.0,32.0
Ripon,Num_MVs_per_dweling_0_MVs_n,1012.0,33.0
Eureka,Num_MVs_per_dweling_0_MVs_n,1041.0,34.0
Euroa,Num_MVs_per_dweling_0_MVs_n,1046.0,35.0
Melton,Num_MVs_per_dweling_0_MVs_n,1075.0,36.0
Ovens Valley,Num_MVs_per_dweling_0_MVs_n,1090.0,37.0
Bendigo East,Num_MVs_per_dweling_0_MVs_n,1132.0,38.0
Bayswater,Num_MVs_per_dweling_0_MVs_n,1204.0,39.0
Croydon,Num_MVs_per_dweling_0_MVs_n,1204.0,40.0
Carrum,Num_MVs_per_dweling_0_MVs_n,1212.0,41.0
Mordialloc,Num_MVs_per_dweling_0_MVs_n,1256.0,42.0
Murray Plains,Num_MVs_per_dweling_0_MVs_n,1265.0,43.0
South-West Coast,Num_MVs_per_dweling_0_MVs_n,1269.0,44.0
Niddrie,Num_MVs_per_dweling_0_MVs_n,1290.0,45.0
Lowan,Num_MVs_per_dweling_0_MVs_n,1327.0,46.0
Shepparton,Num_MVs_per_dweling_0_MVs_n,1345.0,47.0
Glen Waverley,Num_MVs_per_dweling_0_MVs_n,1363.0,48.0
Bulleen,Num_MVs_per_dweling_0_MVs_n,1382.0,49.0
Bendigo West,Num_MVs_per_dweling_0_MVs_n,1426.0,50.0
Werribee,Num_MVs_per_dweling_0_MVs_n,1435.0,51.0
Sandringham,Num_MVs_per_dweling_0_MVs_n,1443.0,52.0
Clarinda,Num_MVs_per_dweling_0_MVs_n,1457.0,53.0
Kew,Num_MVs_per_dweling_0_MVs_n,1473.0,54.0
Mildura,Num_MVs_per_dweling_0_MVs_n,1518.0,55.0
Bundoora,Num_MVs_per_dweling_0_MVs_n,1553.0,56.0
Ashwood,Num_MVs_per_dweling_0_MVs_n,1601.0,57.0
Thomastown,Num_MVs_per_dweling_0_MVs_n,1649.0,58.0
Brighton,Num_MVs_per_dweling_0_MVs_n,1726.0,59.0
Bentleigh,Num_MVs_per_dweling_0_MVs_n,1769.0,60.0
Ivanhoe,Num_MVs_per_dweling_0_MVs_n,1798.0,61.0
Lara,Num_MVs_per_dweling_0_MVs_n,1841.0,62.0
Ringwood,Num_MVs_per_dweling_0_MVs_n,1903.0,63.0
St Albans,Num_MVs_per_dweling_0_MVs_n,1918.0,64.0
Wendouree,Num_MVs_per_dweling_0_MVs_n,1928.0,65.0
