district,census_variable,value,rank
Albert Park,F_DNGTS_15_19_n,0.0,1.0
Ashwood,F_DNGTS_15_19_n,0.0,2.0
Bass,F_DNGTS_15_19_n,0.0,3.0
Bayswater,F_DNGTS_15_19_n,0.0,4.0
Bellarine,F_DNGTS_15_19_n,0.0,5.0
Benambra,F_DNGTS_15_19_n,0.0,6.0
Bendigo East,F_DNGTS_15_19_n,0.0,7.0
Bendigo West,F_DNGTS_15_19_n,0.0,8.0
Bentleigh,F_DNGTS_15_19_n,0.0,9.0
Berwick,F_DNGTS_15_19_n,0.0,10.0
Box Hill,F_DNGTS_15_19_n,0.0,11.0
Brighton,F_DNGTS_15_19_n,0.0,12.0
Broadmeadows,F_DNGTS_15_19_n,0.0,13.0
Brunswick,F_DNGTS_15_19_n,0.0,14.0
Bulleen,F_DNGTS_15_19_n,0.0,15.0
Bundoora,F_DNGTS_15_19_n,0.0,16.0
Carrum,F_DNGTS_15_19_n,0.0,17.0
Caulfield,F_DNGTS_15_19_n,0.0,18.0
Clarinda,F_DNGTS_15_19_n,0.0,19.0
Cranbourne,F_DNGTS_15_19_n,0.0,20.0
Croydon,F_DNGTS_15_19_n,0.0,21.0
Dandenong,F_DNGTS_15_19_n,0.0,22.0
Eildon,F_DNGTS_15_19_n,0.0,23.0
Eltham,F_DNGTS_15_19_n,0.0,24.0
Essendon,F_DNGTS_15_19_n,0.0,25.0
Eureka,F_DNGTS_15_19_n,0.0,26.0
Euroa,F_DNGTS_15_19_n,0.0,27.0
Evelyn,F_DNGTS_15_19_n,0.0,28.0
Footscray,F_DNGTS_15_19_n,0.0,29.0
Frankston,F_DNGTS_15_19_n,0.0,30.0
Geelong,F_DNGTS_15_19_n,0.0,31.0
Gippsland East,F_DNGTS_15_19_n,0.0,32.0
Gippsland South,F_DNGTS_15_19_n,0.0,33.0
Glen Waverley,F_DNGTS_15_19_n,0.0,34.0
Hawthorn,F_DNGTS_15_19_n,0.0,35.0
Ivanhoe,F_DNGTS_15_19_n,0.0,36.0
Kalkallo,F_DNGTS_15_19_n,0.0,37.0
Kew,F_DNGTS_15_19_n,0.0,38.0
Lara,F_DNGTS_15_19_n,0.0,39.0
Laverton,F_DNGTS_15_19_n,0.0,40.0
Lowan,F_DNGTS_15_19_n,0.0,41.0
Macedon,F_DNGTS_15_19_n,0.0,42.0
Malvern,F_DNGTS_15_19_n,0.0,43.0
Melbourne,F_DNGTS_15_19_n,0.0,44.0
Melton,F_DNGTS_15_19_n,0.0,45.0
Mildura,F_DNGTS_15_19_n,0.0,46.0
Mill Park,F_DNGTS_15_19_n,0.0,47.0
Monbulk,F_DNGTS_15_19_n,0.0,48.0
Mordialloc,F_DNGTS_15_19_n,0.0,49.0
Mornington,F_DNGTS_15_19_n,0.0,50.0
Morwell,F_DNGTS_15_19_n,0.0,51.0
Mulgrave,F_DNGTS_15_19_n,0.0,52.0
Murray Plains,F_DNGTS_15_19_n,0.0,53.0
Narracan,F_DNGTS_15_19_n,0.0,54.0
Narre Warren South,F_DNGTS_15_19_n,0.0,55.0
Nepean,F_DNGTS_15_19_n,0.0,56.0
Niddrie,F_DNGTS_15_19_n,0.0,57.0
Northcote,F_DNGTS_15_19_n,0.0,58.0
Oakleigh,F_DNGTS_15_19_n,0.0,59.0
Ovens Valley,F_DNGTS_15_19_n,0.0,60.0
Pakenham,F_DNGTS_15_19_n,0.0,61.0
Pascoe Vale,F_DNGTS_15_19_n,0.0,62.0
Point Cook,F_DNGTS_15_19_n,0.0,63.0
Polwarth,F_DNGTS_15_19_n,0.0,64.0
Prahran,F_DNGTS_15_19_n,0.0,65.0
Preston,F_DNGTS_15_19_n,0.0,66.0
Richmond,F_DNGTS_15_19_n,0.0,67.0
Ringwood,F_DNGTS_15_19_n,0.0,68.0
Ripon,F_DNGTS_15_19_n,0.0,69.0
Rowville,F_DNGTS_15_19_n,0.0,70.0
Sandringham,F_DNGTS_15_19_n,0.0,71.0
Shepparton,F_DNGTS_15_19_n,0.0,72.0
South Barwon,F_DNGTS_15_19_n,0.0,73.0
South-West Coast,F_DNGTS_15_19_n,0.0,74.0
St Albans,F_DNGTS_15_19_n,0.0,75.0
